incoming_amt,incoming_expiry,incoming_add_ts,incoming_remove_ts,outgoing_amt,outgoing_expiry,outgoing_add_ts,outgoing_remove_ts,forwarding_node,forwarding_alias,chan_in,chan_out
1009,576,1711639206914917333,1711639206914930833,9,432,1711639206914921333,1711639206914927125,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
808199,200,1711639206957192708,1711639206957197500,807199,120,1711639206957194958,1711639206957196833,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,345246651187200,339749093048320
2009,428,1711639210526103291,1711639210526109375,1009,284,1711639210526105208,1711639210526109083,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
1009,284,1711639210526105208,1711639210526109083,9,140,1711639210526106708,1711639210526107500,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
1810,224,1711639210974550041,1711639210974552541,810,80,1711639210974550458,1711639210974552250,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
1007390,520,1711639211873063958,1711639211873068333,1006390,420,1711639211873066000,1711639211873067750,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,333152023281664,337550069792768
1366,224,1711639212981443208,1711639212981455125,366,80,1711639212981447500,1711639212981451750,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
1487,304,1711639213877137250,1711639213877144000,487,160,1711639213877139958,1711639213877142000,03d8ef4620be554d89902bc9fde9498b67790f416833b84d76298e248e4fccef56,3,340848604676096,339749093048320
47071,532,1711639215575543666,1711639215575550250,46058,432,1711639215575545666,1711639215575549541,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,348545186070528,347445674442752
2016,428,1711639216113822916,1711639216113830625,1016,284,1711639216113825000,1711639216113830333,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,338649581420544,329853488398336
1016,284,1711639216113825000,1711639216113830333,16,140,1711639216113826500,1711639216113828708,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
20608,244,1711639217880572583,1711639217880578916,19608,144,1711639217880574708,1711639217880578125,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,333152023281664,335351046537216
2029,344,1711639218922694291,1711639218922704416,1029,264,1711639218922698000,1711639218922702333,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,344147139559424
1058,224,1711639218984880083,1711639218984884416,58,80,1711639218984882375,1711639218984884125,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
5059,408,1711639218989694041,1711639218989699791,4059,328,1711639218989696291,1711639218989697916,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
1005,224,1711639220999069750,1711639220999075125,5,80,1711639220999071708,1711639220999073541,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
3082,620,1711639221581320750,1711639221581328583,2082,520,1711639221581323875,1711639221581328291,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,348545186070528,347445674442752
2082,520,1711639221581323875,1711639221581328291,1082,420,1711639221581324708,1711639221581326625,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,347445674442752,336450558164992
1172,288,1711639223001628708,1711639223001633375,172,144,1711639223001630875,1711639223001631583,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,345246651187200,341948116303872
1259,224,1711639223006472958,1711639223006483208,259,80,1711639223006478708,1711639223006481625,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
1462,288,1711639223008845000,1711639223008848875,462,144,1711639223008846625,1711639223008847375,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,345246651187200,341948116303872
45650,224,1711639225001670791,1711639225001680916,45650,80,1711639225001674458,1711639225001678625,03d8ef4620be554d89902bc9fde9498b67790f416833b84d76298e248e4fccef56,3,339749093048320,340848604676096
10001060,660,1711639225980094875,1711639225980108291,2059,240,1711639225980100333,1711639225980108041,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,330953000026112
2059,240,1711639225980100333,1711639225980108041,1559,140,1711639225980100625,1711639225980104625,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,332052511653888
2421,428,1711639226538397625,1711639226538415125,1421,284,1711639226538400875,1711639226538414875,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
1421,284,1711639226538400875,1711639226538414875,421,140,1711639226538409416,1711639226538413250,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
1009,576,1711639226930700166,1711639226930708083,9,432,1711639226930702125,1711639226930706125,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
1032,288,1711639227011708375,1711639227011712458,32,144,1711639227011710291,1711639227011712125,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,345246651187200,341948116303872
375432,664,1711639227544765375,1711639227544776625,375286,520,1711639227544769041,1711639227544775416,033878501f9a4ce97dba9a6bba4e540eca46cb129a322eb98ea1749ed18ab67735,6,340848604676096,333152023281664
375286,520,1711639227544769041,1711639227544775416,374262,420,1711639227544770625,1711639227544773416,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,333152023281664,336450558164992
1013,224,1711639229021213375,1711639229021225208,13,80,1711639229021217625,1711639229021221583,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
31194,520,1711639237031633666,1711639237031639333,30193,420,1711639237031635625,1711639237031637666,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,336450558164992
171479,576,1711639237981943958,1711639237981953916,170335,432,1711639237981949208,1711639237981951791,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,336450558164992
150939,576,1711639237984403333,1711639237984405625,149812,432,1711639237984403791,1711639237984405291,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,336450558164992
27389,576,1711639245987245750,1711639245987255125,26367,432,1711639245987248041,1711639245987251250,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,336450558164992
165179,288,1711639246933018000,1711639246933023833,164098,144,1711639246933019875,1711639246933022000,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,341948116303872
1968,224,1711639251040400041,1711639251040412125,968,80,1711639251040402041,1711639251040404166,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
1494,224,1711639253045075416,1711639253045081375,494,80,1711639253045077666,1711639253045079833,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
12829,576,1711639259991904000,1711639259991911791,11819,432,1711639259991907833,1711639259991910083,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,336450558164992
10002064,560,1711639259994685958,1711639259994691958,3062,140,1711639259994687916,1711639259994690625,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,330953000026112
3062,140,1711639259994687916,1711639259994690625,3062,40,1711639259994688250,1711639259994690166,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,338649581420544
1410,264,1711639260543026625,1711639260543033416,410,120,1711639260543029250,1711639260543032541,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
2450,260,1711639262117929208,1711639262117933875,1834,160,1711639262117931250,1711639262117933333,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,337550069792768,345246651187200
3756,224,1711639263050561833,1711639263050569291,3756,80,1711639263050565250,1711639263050567625,03d8ef4620be554d89902bc9fde9498b67790f416833b84d76298e248e4fccef56,3,339749093048320,340848604676096
10443,408,1711639265051526958,1711639265051533208,9443,328,1711639265051529000,1711639265051531333,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
3011,520,1711639265051873125,1711639265051879125,2011,420,1711639265051875000,1711639265051878458,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,336450558164992
1191,224,1711639267056432541,1711639267056444666,191,80,1711639267056438250,1711639267056440333,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
15537,520,1711639275062702375,1711639275062718333,14537,420,1711639275062704666,1711639275062708041,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,336450558164992
1084,304,1711639275892592750,1711639275892598708,84,160,1711639275892594875,1711639275892597041,03d8ef4620be554d89902bc9fde9498b67790f416833b84d76298e248e4fccef56,3,340848604676096,339749093048320
12837,408,1711639277067856291,1711639277067871708,11837,328,1711639277067858208,1711639277067860375,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
19744,244,1711639280124440750,1711639280124463541,18744,144,1711639280124457000,1711639280124459416,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,337550069792768,335351046537216
2227,428,1711639280126972708,1711639280126986791,1227,284,1711639280126983166,1711639280126985583,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,338649581420544,329853488398336
1227,284,1711639280126983166,1711639280126985583,227,140,1711639280126983500,1711639280126985166,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
17866,200,1711639280941471500,1711639280941479541,16866,120,1711639280941473416,1711639280941476875,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,339749093048320
10004136,844,1711639281999225291,1711639281999235000,5132,424,1711639281999228500,1711639281999234583,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,330953000026112
5132,424,1711639281999228500,1711639281999234583,4632,324,1711639281999228833,1711639281999233291,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,332052511653888
4632,324,1711639281999228833,1711639281999233291,4132,224,1711639281999229416,1711639281999232791,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,332052511653888,333152023281664
1020,224,1711639285077164291,1711639285077169833,20,80,1711639285077166416,1711639285077168291,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
70799,520,1711639287076099708,1711639287076115208,69795,420,1711639287076101833,1711639287076103916,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,336450558164992
1243,288,1711639289080750958,1711639289080756833,243,144,1711639289080752875,1711639289080755208,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,345246651187200,341948116303872
1092,224,1711639289083123208,1711639289083129375,92,80,1711639289083125041,1711639289083126958,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
2676,408,1711639289087986666,1711639289087990875,1676,328,1711639289087987416,1711639289087989291,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,346346162814976
1023,224,1711639293098469666,1711639293098476208,23,80,1711639293098471875,1711639293098474458,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
1057,224,1711639293108192416,1711639293108195875,57,80,1711639293108194000,1711639293108194458,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
198257,468,1711639299109264291,1711639299109282291,197257,388,1711639299109266916,1711639299109272541,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,348545186070528
5410,520,1711639305121278750,1711639305121283375,4410,420,1711639305121280875,1711639305121282791,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,337550069792768
2077,468,1711639305125999208,1711639305126003083,1077,388,1711639305126001208,1711639305126002666,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,348545186070528
1013,224,1711639305126635625,1711639305126640791,13,80,1711639305126638666,1711639305126639416,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
5367,408,1711639311137567541,1711639311137571791,4367,328,1711639311137569166,1711639311137571208,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
24926,224,1711639311137694041,1711639311137699291,24926,80,1711639311137695875,1711639311137697625,03d8ef4620be554d89902bc9fde9498b67790f416833b84d76298e248e4fccef56,3,339749093048320,340848604676096
3289,468,1711639315145161125,1711639315145168291,2289,388,1711639315145164583,1711639315145166500,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,348545186070528
23252,404,1711639316009726666,1711639316009735041,22234,260,1711639316009730291,1711639316009734833,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,336450558164992
22234,260,1711639316009730291,1711639316009734833,21612,160,1711639316009730916,1711639316009733208,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,336450558164992,345246651187200
1020,264,1711639316556251166,1711639316556257666,20,120,1711639316556253791,1711639316556255833,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
135911,408,1711639317150669958,1711639317150680291,134911,328,1711639317150674458,1711639317150678291,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
16373,408,1711639317157894250,1711639317157898166,15373,328,1711639317157895916,1711639317157896583,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
2503,428,1711639318134165750,1711639318134171958,1503,284,1711639318134167833,1711639318134171708,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,338649581420544,329853488398336
1503,284,1711639318134167833,1711639318134171708,503,140,1711639318134168416,1711639318134170208,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
14817,324,1711639318560386916,1711639318560391500,14317,224,1711639318560388958,1711639318560390916,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,336450558164992,333152023281664
243494,520,1711639318562820583,1711639318562824625,242494,420,1711639318562821166,1711639318562822958,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,336450558164992,337550069792768
300644,260,1711639320138203416,1711639320138209791,299944,160,1711639320138205750,1711639320138209083,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,337550069792768,345246651187200
3863,288,1711639320948554083,1711639320948559833,2862,144,1711639320948556083,1711639320948559291,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,341948116303872
1428,224,1711639323177594708,1711639323177606625,428,80,1711639323177598666,1711639323177603000,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
5687,264,1711639324567510041,1711639324567519333,4685,120,1711639324567515541,1711639324567517125,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
14130,520,1711639328954199375,1711639328954211833,13130,420,1711639328954203416,1711639328954209583,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,332052511653888,336450558164992
410055,408,1711639333154666500,1711639333154670208,409055,328,1711639333154668041,1711639333154668708,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,346346162814976
5102,520,1711639333157158541,1711639333157162583,4102,420,1711639333157160125,1711639333157162083,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,337550069792768
3384,520,1711639333159622666,1711639333159626416,2384,420,1711639333159624291,1711639333159625916,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,337550069792768
1465,288,1711639337184681500,1711639337184685125,465,144,1711639337184683083,1711639337184683750,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,345246651187200,341948116303872
1570,224,1711639337191887333,1711639337191893208,570,80,1711639337191890833,1711639337191891541,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
10001021,848,1711639340013888666,1711639340013897333,2020,428,1711639340013890750,1711639340013896916,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,330953000026112
2020,428,1711639340013890750,1711639340013896916,1020,284,1711639340013891125,1711639340013896666,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
1020,284,1711639340013891125,1711639340013896666,20,140,1711639340013892625,1711639340013895041,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
8675,408,1711639341172230166,1711639341172239875,7675,328,1711639341172234041,1711639341172236708,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,346346162814976
85716,244,1711639342146868000,1711639342146873958,84716,144,1711639342146870125,1711639342146872375,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,337550069792768,335351046537216
1233,264,1711639342575021208,1711639342575029375,233,120,1711639342575023625,1711639342575027458,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
5158,520,1711639343179290041,1711639343179297500,4158,420,1711639343179292250,1711639343179294083,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,336450558164992
6376,240,1711639346579114625,1711639346579121875,5876,140,1711639346579116500,1711639346579120041,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,332052511653888
1194,224,1711639349215535958,1711639349215540791,194,80,1711639349215538000,1711639349215540041,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
3406,620,1711639349584267125,1711639349584273083,2406,520,1711639349584267875,1711639349584271833,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,348545186070528,347445674442752
2406,520,1711639349584267875,1711639349584271833,1406,420,1711639349584269291,1711639349584269958,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,347445674442752,336450558164992
4864,488,1711639349896617250,1711639349896625041,3864,408,1711639349896620375,1711639349896624791,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,333152023281664,347445674442752
3864,408,1711639349896620375,1711639349896624791,2864,328,1711639349896620916,1711639349896623166,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
2221856,576,1711639351550478791,1711639351550483333,2220990,432,1711639351550480708,1711639351550482708,033878501f9a4ce97dba9a6bba4e540eca46cb129a322eb98ea1749ed18ab67735,6,340848604676096,333152023281664
5496,240,1711639352583276375,1711639352583335166,4996,140,1711639352583280500,1711639352583284666,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,332052511653888
2044,428,1711639352585730583,1711639352585738666,1044,284,1711639352585732750,1711639352585738416,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
1044,284,1711639352585732750,1711639352585738416,44,140,1711639352585734916,1711639352585736750,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,345246651187200
19324,468,1711639353184181958,1711639353184189125,18324,388,1711639353184185250,1711639353184187083,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,348545186070528
1002,288,1711639363231554791,1711639363231563291,2,144,1711639363231556875,1711639363231559083,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,345246651187200,341948116303872
11317,260,1711639364587376083,1711639364587387916,10698,160,1711639364587380083,1711639364587385541,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,336450558164992,345246651187200
2253,224,1711639365215686375,1711639365215696166,2253,80,1711639365215690333,1711639365215694208,03d8ef4620be554d89902bc9fde9498b67790f416833b84d76298e248e4fccef56,3,339749093048320,340848604676096
23540,408,1711639365220577958,1711639365220600375,22540,328,1711639365220598041,1711639365220598791,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,346346162814976
3512,408,1711639367235595500,1711639367235603916,2512,328,1711639367235598041,1711639367235601916,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
25145,520,1711639369900255833,1711639369900273625,24144,420,1711639369900264500,1711639369900268291,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,333152023281664,336450558164992
6032,520,1711639371230538750,1711639371230544916,5032,420,1711639371230541000,1711639371230543083,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,337550069792768
8385,432,1711639372591865625,1711639372591873708,7382,288,1711639372591868083,1711639372591872416,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
7382,288,1711639372591868083,1711639372591872416,6379,144,1711639372591869791,1711639372591871750,03864ef025fde8fb587d989186ce6a4a186895ee44a926bfc370e2c366597a3f8f,9,329853488398336,341948116303872
5908,408,1711639373234162083,1711639373234168583,4908,328,1711639373234164583,1711639373234166875,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,346346162814976
1137,224,1711639377241885875,1711639377241891916,137,80,1711639377241887500,1711639377241889791,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
2068,408,1711639377241907125,1711639377241910041,1068,328,1711639377241907708,1711639377241909541,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,346346162814976
1001,224,1711639377251791958,1711639377251795416,1,80,1711639377251793458,1711639377251795000,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
1016,224,1711639381260184750,1711639381260190416,16,80,1711639381260188291,1711639381260189041,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
1279,264,1711639382596665583,1711639382596677500,279,120,1711639382596669375,1711639382596675083,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
5001,520,1711639385256573500,1711639385256587541,4001,420,1711639385256579625,1711639385256584041,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,345246651187200,336450558164992
275117,520,1711639390601599500,1711639390601605500,274117,420,1711639390601601625,1711639390601603958,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,336450558164992,337550069792768
1661,224,1711639393267819500,1711639393267825416,661,80,1711639393267821916,1711639393267823833,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
10000008,684,1711639394020805500,1711639394020812250,1008,264,1711639394020807791,1711639394020811916,02f460ae6d3d3e104f8afe520ae0cff3d94c35c2ba8df66da89f3c8006a265b90a,2,334251534909440,330953000026112
1008,264,1711639394020807791,1711639394020811916,8,120,1711639394020808416,1711639394020810291,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
1096,224,1711639395269573583,1711639395269578750,96,80,1711639395269575416,1711639395269577333,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
1003,224,1711639395274341416,1711639395274343583,3,80,1711639395274342875,1711639395274343333,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
2399,408,1711639395276712750,1711639395276715125,1399,328,1711639395276713250,1711639395276714750,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
1397,224,1711639397281194208,1711639397281206416,397,80,1711639397281198916,1711639397281203000,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
111416,520,1711639398158012333,1711639398158017041,110409,420,1711639398158014416,1711639398158016625,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,337550069792768,336450558164992
2241,408,1711639403286914875,1711639403286937083,1241,328,1711639403286919333,1711639403286923583,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,346346162814976
1006,224,1711639405296564166,1711639405296575041,6,80,1711639405296568750,1711639405296572791,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,347445674442752,344147139559424
12195,260,1711639406605417958,1711639406605426208,11576,160,1711639406605421500,1711639406605425500,037659a0ac8eb3b8d0a720114efc861d3a940382dcfa1403746b4f8f6b2e8810ba,8,336450558164992,345246651187200
3424,264,1711639406607805875,1711639406607811625,2423,120,1711639406607809291,1711639406607811333,03c5528c628681aa17ab9e117aa3ee6f06c750dfb17df758ecabcd68f1567ad8c1,1,330953000026112,329853488398336
23638,468,1711639407267994625,1711639407268000625,22638,388,1711639407267998166,1711639407268000250,03f4553a2e6092fb7c03e7c4041451d9946e7326f6bf2c852278dacbaff798a4b3,7,344147139559424,348545186070528
